region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
烟台近岸整体,2023,1,2.2811,4.9686,1.5449,0.3605
烟台近岸整体,2023,2,2.5667,5.4141,1.8394,0.4007
烟台近岸整体,2023,3,2.7745,5.876,1.9088,0.4343
烟台近岸整体,2023,4,2.8532,5.9723,2.0337,0.4457
烟台近岸整体,2023,5,2.7762,5.8573,1.9686,0.4327
烟台近岸整体,2023,6,2.5654,5.4379,1.758,0.402
烟台近岸整体,2023,7,2.2811,4.7745,1.5849,0.3599
烟台近岸整体,2023,8,1.9962,4.2669,1.3232,0.3176
烟台近岸整体,2023,9,1.7883,3.8039,1.146,0.2844
烟台近岸整体,2023,10,1.7113,3.6335,1.0741,0.2748
烟台近岸整体,2023,11,1.7879,3.8319,1.1782,0.2861
烟台近岸整体,2023,12,1.9969,4.2801,1.3738,0.3161
