region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
芝罘湾,2024,1,3.96,4.9029,2.1631,0.5197
芝罘湾,2024,2,4.4543,5.515,2.4968,0.5822
芝罘湾,2024,3,4.8177,5.9492,2.7403,0.6298
芝罘湾,2024,4,4.9502,6.1717,2.6789,0.6462
芝罘湾,2024,5,4.8175,5.9418,2.6349,0.6294
芝罘湾,2024,6,4.4538,5.5538,2.37,0.5827
芝罘湾,2024,7,3.9591,4.902,2.1339,0.5199
芝罘湾,2024,8,3.4652,4.3588,1.808,0.4563
芝罘湾,2024,9,3.1025,3.9286,1.6491,0.4103
芝罘湾,2024,10,2.9705,3.7619,1.6197,0.3933
芝罘湾,2024,11,3.1025,3.9017,1.7148,0.4098
芝罘湾,2024,12,3.4641,4.3452,1.904,0.4558
