region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
四十里湾,2020,1,3.5428,4.6554,1.9253,0.5451
四十里湾,2020,2,3.9839,5.2855,2.1374,0.6113
四十里湾,2020,3,4.3085,5.6629,2.3073,0.6607
四十里湾,2020,4,4.426,5.7968,2.3843,0.6787
四十里湾,2020,5,4.3081,5.6213,2.168,0.6614
四十里湾,2020,6,3.9836,5.2255,2.0496,0.6116
四十里湾,2020,7,3.5404,4.6471,1.8757,0.5458
四十里湾,2020,8,3.0996,4.1173,1.6448,0.4781
四十里湾,2020,9,2.774,3.6929,1.4384,0.4294
四十里湾,2020,10,2.6571,3.5798,1.3909,0.412
四十里湾,2020,11,2.7748,3.7258,1.4511,0.4304
四十里湾,2020,12,3.0983,4.0704,1.6499,0.4792
