region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
芝罘湾,2025,1,4.4687,5.4563,2.6826,0.5328
芝罘湾,2025,2,5.0267,6.097,2.9855,0.5982
芝罘湾,2025,3,5.4363,6.5356,3.2216,0.6465
芝罘湾,2025,4,5.5859,6.7651,3.3732,0.6625
芝罘湾,2025,5,5.4358,6.5609,3.2274,0.6458
芝罘湾,2025,6,5.0273,6.0962,2.9617,0.5992
芝罘湾,2025,7,4.468,5.4596,2.7001,0.5317
芝罘湾,2025,8,3.9106,4.8161,2.2963,0.4687
芝罘湾,2025,9,3.5013,4.3883,2.0945,0.4207
芝罘湾,2025,10,3.352,4.1382,1.9283,0.4031
芝罘湾,2025,11,3.4998,4.3712,2.0263,0.4216
芝罘湾,2025,12,3.9099,4.8221,2.2254,0.4685
