region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
四十里湾,2023,1,3.8601,5.0299,2.0339,0.5926
四十里湾,2023,2,4.3422,5.6693,2.3263,0.6663
四十里湾,2023,3,4.6945,6.09,2.4822,0.7194
四十里湾,2023,4,4.8246,6.297,2.5746,0.7388
四十里湾,2023,5,4.6956,6.1241,2.441,0.7192
四十里湾,2023,6,4.3418,5.6445,2.3683,0.6654
四十里湾,2023,7,3.8605,5.1391,2.0457,0.5931
四十里湾,2023,8,3.3782,4.478,1.8191,0.5208
四十里湾,2023,9,3.0247,3.9759,1.5504,0.4662
四十里湾,2023,10,2.895,3.8204,1.5144,0.4482
四十里湾,2023,11,3.0251,4.0845,1.5447,0.4672
四十里湾,2023,12,3.377,4.4738,1.7885,0.5202
