region,year,month,mean_chl_a,max_chl_a,min_chl_a,std_chl_a
烟台近岸整体,2020,1,2.0932,4.4833,1.4188,0.3315
烟台近岸整体,2020,2,2.3551,4.9801,1.6186,0.369
烟台近岸整体,2020,3,2.5456,5.4194,1.7655,0.3999
烟台近岸整体,2020,4,2.6167,5.5417,1.8319,0.4103
烟台近岸整体,2020,5,2.547,5.3961,1.7935,0.3986
烟台近岸整体,2020,6,2.3541,4.9901,1.6177,0.37
烟台近岸整体,2020,7,2.0927,4.5104,1.3483,0.331
烟台近岸整体,2020,8,1.8318,4.048,1.2233,0.2921
烟台近岸整体,2020,9,1.6405,3.4943,1.0753,0.2655
烟台近岸整体,2020,10,1.569,3.3678,1.0166,0.254
烟台近岸整体,2020,11,1.6405,3.5338,1.0454,0.265
烟台近岸整体,2020,12,1.8326,3.8966,1.2247,0.2926
芝罘湾,2020,1,3.8845,4.7932,2.2805,0.4647
芝罘湾,2020,2,4.3724,5.3878,2.5788,0.5226
芝罘湾,2020,3,4.7274,5.7693,2.8398,0.5631
芝罘湾,2020,4,4.8556,5.9389,2.8972,0.5774
芝罘湾,2020,5,4.7263,5.826,2.7936,0.5634
芝罘湾,2020,6,4.3711,5.3249,2.5956,0.5216
芝罘湾,2020,7,3.8862,4.7888,2.312,0.4641
芝罘湾,2020,8,3.3999,4.3309,1.9456,0.4083
芝罘湾,2020,9,3.0445,3.7739,1.7249,0.3685
芝罘湾,2020,10,2.9146,3.6293,1.6968,0.3526
芝罘湾,2020,11,3.0455,3.7505,1.6838,0.3693
芝罘湾,2020,12,3.3997,4.2074,1.9989,0.4094
四十里湾,2020,1,3.541,4.6855,1.859,0.5453
四十里湾,2020,2,3.9845,5.2697,2.1464,0.6118
四十里湾,2020,3,4.3068,5.605,2.2883,0.6616
四十里湾,2020,4,4.4269,5.8519,2.3239,0.6778
四十里湾,2020,5,4.3091,5.604,2.2533,0.6601
四十里湾,2020,6,3.9844,5.1976,2.0877,0.6117
四十里湾,2020,7,3.5412,4.6825,1.8987,0.5453
四十里湾,2020,8,3.0985,4.1629,1.6727,0.4786
四十里湾,2020,9,2.7754,3.7637,1.3671,0.4291
四十里湾,2020,10,2.6557,3.6093,1.369,0.4121
四十里湾,2020,11,2.7753,3.7048,1.3027,0.4302
四十里湾,2020,12,3.0993,4.1064,1.6295,0.4793
养马岛附近,2020,1,3.0744,4.4639,1.5269,0.6213
养马岛附近,2020,2,3.4578,5.0349,1.7128,0.6967
养马岛附近,2020,3,3.7393,5.4033,1.926,0.7524
养马岛附近,2020,4,3.8437,5.5383,1.9274,0.7738
养马岛附近,2020,5,3.7398,5.3952,1.9395,0.7523
养马岛附近,2020,6,3.4581,5.0692,1.7611,0.697
养马岛附近,2020,7,3.0743,4.463,1.5461,0.6203
养马岛附近,2020,8,2.6905,3.9956,1.2746,0.5445
养马岛附近,2020,9,2.4091,3.6179,1.0952,0.4876
养马岛附近,2020,10,2.3061,3.4559,1.0804,0.4686
养马岛附近,2020,11,2.4088,3.6017,1.1558,0.4899
养马岛附近,2020,12,2.6897,3.9532,1.2967,0.5455
