Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,ratio_443_555,ratio_488_555,ratio_531_547,ratio_443_488,diff_488_555,diff_555_645,sum_443_488,sum_555_645,tri_443_488_555,tri_488_555_645,ndci,ndci_678,ci_green,ci_rededge,brr_green_blue,brr_red_green,chl_a
0.016209883322911255,0.011420120911181986,0.01817620929863614,0.020865695783760043,0.010439882531186988,0.021721888828481396,0.017369999933594935,0.009511887333945855,0.013928143376204022,0.010079441544447202,0.6574244980046228,1.2011798896738513,0.48059365462935155,0.547289375832562,0.0034956958501651085,0.007858112599649079,0.03228581669494203,0.02688188726754079,0.007924425061016878,0.013007583184110964,-0.29230910063507953,-0.26558984105882294,0.005949879022412948,0.0005675542105013469,0.5379904775906903,0.547572815054255,3.994515203770199
0.011147516402207232,0.008242662441125991,0.021585143150690957,0.02814582434387551,0.014892558337089627,0.009185053190435643,0.022072716880488147,0.004713885397352009,0.005607487662708144,0.006399867852794714,0.3734152469995669,1.2750831450934639,1.6212140326593687,0.2928452013066802,0.006073107463387364,0.017358831483136137,0.036388486785001506,0.026786602277840157,0.002169554977738627,0.010786992860739374,-0.6480173665074944,-0.5504346984934915,0.013830054439362156,0.0016859824554427052,0.6065685127932544,0.2135519551543584,0.5539089464423299
0.017377144936389113,0.01149421598346471,0.006161688124411039,0.019523565529623085,0.03136343373982283,0.017442825108978145,0.015421526253280242,0.029984930801443467,0.008872755943236362,0.006575045626225826,0.7452874966589852,1.2659122901781792,1.7979676787564451,0.5887053397436907,0.004102039276342843,-0.014563404548163225,0.031017781513087796,0.04540645705472371,0.007392176707121867,0.03408697007778631,0.32072715568748644,-0.4021571415023399,0.003927310269815533,-0.02340988517521764,0.4971673773443814,1.9442295191467691,5.7032891490719235
0.012423303067462898,0.004593683157389311,0.008287159908911627,0.009682532944972524,0.0110347932647725,0.005832468083851754,0.027012573561008817,0.0057521723672033405,0.010722845463980788,0.014612066356403088,0.1700509244737541,0.35843213868409535,1.8916351484495286,0.4743809086511395,-0.017330040616036293,0.021260401193805477,0.014276216102361836,0.03276474592821216,0.021923723773425604,-0.011577868248832952,-0.6488605887497809,-0.29790550317566716,0.022418890403619506,0.008859893989199747,1.8920056520360584,0.21293637267991752,2.2839775089768453
0.006022061108373747,0.007533018446583265,0.014200969693515144,0.006754020457984152,0.007778495401268867,0.006247800562188488,0.011184466919019302,0.002318945295835871,0.001740374381136071,0.003135453478244374,0.6734648183326558,0.6038210569913623,1.2447981534786958,1.1151732986507172,-0.00443044646103515,0.008865521623183431,0.014287038904567416,0.013503412214855173,0.011963464907618414,-0.002111501165199279,-0.6564907440718633,-0.5620458195070246,0.003651448472436037,0.0008165081824085029,0.7827853069075839,0.20731770185586382,0.10730440598785176
0.013212111121359475,0.01131717239093391,0.0058645591228811194,0.025673745291997015,0.03489985499990439,0.03534669710693754,0.024063302861397465,0.022235851844586995,0.02997072917021816,0.02871250398597627,0.47028881144478324,1.066880908201223,0.9873303738662722,0.4407900550608986,0.0016104424305995492,0.0018274510168104705,0.036990917682930925,0.04629915470598446,0.009706729960334361,0.023846294275186544,-0.03946965249717116,0.08809174715749511,0.012746130470463555,0.006476652141389275,0.6505016330229596,0.9240181181502846,13.551001502296332
0.010078528293754625,0.01479000374790746,0.010950021519178076,0.02910620983239902,0.026431878381413264,0.02263181569421802,0.03808096475153524,0.008279621745447451,0.0036893481892106574,0.012164956700244442,0.3883729173220038,0.7643043110380913,1.1678563877567292,0.5081216589659108,-0.00897475491913622,0.029801343006087787,0.04389621358030648,0.046360586496982686,0.02376475866704368,-0.0006951331736887688,-0.6428024849414358,-0.5157730524080273,0.023290961003627778,0.0038853349547969904,0.8675030063552696,0.21741582398564838,4.716580503513872
0.0034808152625618364,0.0188922257460569,0.024645037531838408,0.027986518309005847,0.016425790824864887,0.03470176495945109,0.014796836435472192,0.01849028398624674,0.008741657770902697,0.021448297073106276,1.2766883745768378,1.891257443684051,0.4733280141815161,0.6750232563484466,0.013189681873533655,-0.0036934475507745482,0.046878744055062746,0.033287120421718934,0.005702543872523244,0.0316799658597804,0.11095392302068059,0.18350814262878176,-0.004095389310584707,0.002958013086859536,0.3156338997519381,1.249526176808071,5.404825929028249
0.005718739805276475,0.02704980919863583,0.01318808543704995,0.04584458157816859,0.00528472217084087,0.005371512314414903,0.009048397688517689,0.0014063077338533308,0.001355093978852516,0.001501447939208061,2.989128130920573,5.066036785667891,0.983659387184933,0.5900199815878614,0.036796183889650905,0.0076420899546643575,0.07289439077680443,0.01045470542237102,-0.009746374691015072,0.03820249162350423,-0.730901421372617,-0.7152933533097653,-0.018001411510118144,9.514020535473025e-05,0.12412852983013188,0.1554034624467573,0.10630174396941508
0.016653565010355663,0.022522538422073364,0.012838667374501555,0.02759547997131042,0.0033586422202963877,0.017372727767090864,0.016909714921012106,0.008588890148522786,0.004548014745335991,0.003337687869580527,1.3318501628862767,1.6318340235883315,0.19331730445657683,0.8161380888246625,0.010685765050298314,0.00832082477248932,0.050118018393383784,0.025498605069534892,0.01183677337177505,0.0192746551988211,-0.3263119075687351,-0.6702764258392327,-0.005612823501061258,-0.005251202278942259,0.3373911832887046,0.5078963360591464,0.5872104640591319
0.002916410022966528,0.023101775399131032,0.025973658545376487,0.03551058537293002,0.010362714613396379,0.011489105404324011,0.012638724724941618,0.005895729351893327,0.002165971753568497,0.004928053589504354,1.8277119084361815,2.8094429384888397,0.9018815971432806,0.6505419331895328,0.0228718606479884,0.006742995373048291,0.05861236077206105,0.018534454076834943,0.00022991475114263193,0.028767589999881726,-0.3637890577213042,-0.43890986085000766,-0.010463050674189414,-0.0009676757623889726,0.21562873308172525,0.46644444243785216,0.45350665627010556
0.005267719021255157,0.01471970528790038,0.01073178676466804,0.014879585969628557,0.03681306430575011,0.026725596804736903,0.026124964396124304,0.02070286463751355,0.017494425604074194,0.00902054691334617,0.5634128970214779,0.5695325058253502,1.3773943826333148,0.9891885519793014,-0.011245378426495747,0.005422099758610754,0.029599291257528935,0.04682782903363786,0.025965083714396126,0.009457486211017803,-0.11578550799798938,-0.4866604634574137,0.011405259108223924,-0.01168231772416738,0.8825914640106566,0.7924248966895456,8.365426716562837
0.0061209325942320775,0.004714837299135969,0.008082892891141445,0.028626918801370745,0.012076991686030453,0.020913885791099963,0.027895490931658776,0.012649538294519399,0.008467710585532634,0.009317168260992454,0.16901184133468417,1.0261835035632754,0.577435220381153,0.16469368003482726,0.0007314278697119689,0.015245952637139378,0.033341756100506714,0.04054502922617818,0.003983409429424,0.013380966164231367,-0.3760159238304886,-0.4992339660684343,0.023180653632522807,-0.0033323700335269445,0.8366282273598505,0.4534455005652295,2.253977125980562
0.0076039698589602965,0.013017783539447176,0.0055273179139077935,0.026604147845718854,0.008139496936021028,0.013064383132974776,0.04217760066839503,0.005792924783081627,0.003217909464345075,0.013439866232964408,0.3086347895178412,0.6307498926974523,0.6229818791519661,0.4892956661972439,-0.015573452822676175,0.036384675885313404,0.03962193138516603,0.047970525451476655,0.02859123636212335,-0.009780528039594548,-0.758464016786721,-0.5166941132411582,0.029159817128947853,0.007646941449882781,1.064474514982135,0.13734274469238947,4.702356343864345
0.011092730484915554,0.004679372641729086,0.026924951041424665,0.031700820016783315,0.00252845947007723,0.008310151384326935,0.01519086177401339,0.0048712655016313975,0.0029635705285499686,0.00691477377681999,0.30801837927023795,2.08669750214615,0.30422493264234934,0.14760580431192186,0.016509958242769927,0.010319596272381992,0.0363801926585124,0.020062127275644787,-0.011830585601040838,0.021381223744401323,-0.514356317965906,-0.37437121438777254,0.010511489132284304,0.0020435082751885927,0.4175471078312508,0.32064967244264925,0.6052511013151979
0.015240697347577953,0.004916302962178294,0.006833570877683863,0.02075106197511207,0.005945948650320276,0.010200692107725373,0.012551285606599766,0.004552910565927389,0.0017613868408529266,0.003985564910456921,0.39166595760005574,1.6531699983150108,0.5828394532528212,0.23690672127301912,0.008199776368512303,0.007998375040672377,0.02566736493729036,0.017104196172527154,-0.00328347340633401,0.012752686934439691,-0.4675991412199444,-0.5179464336860702,0.007634982644421472,-0.0005673456554704673,0.48897877357063635,0.3627156606071448,0.17641397954050866
0.0069032697274347896,0.008052616022217376,0.0215323158883801,0.014166143648617185,0.016858922301014507,0.00825921967725866,0.013853906051358219,0.004128543717455781,0.009517281479719059,0.003950374160334827,0.5812104385527728,1.0224640712903612,2.0409774751425886,0.568400816843794,0.0003122375972589662,0.009725362333902438,0.02221875967083456,0.017982449768814,0.00774037842495841,0.004440781314714747,-0.5407951454769082,-0.5562132004257683,0.005801290029140843,-0.00017816955712095326,0.6234948647776205,0.2979842448697841,1.5143352958821903
